Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Level
GCA_964096385.1	INEI111692	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096435.1	INEI111684	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096505.1	INEI111729	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964097055.1	INEI111487	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964097695.1	INEI111927	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964098275.1	INEI111800	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964098465.1	INEI112366	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964098775.1	INEI111932	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099335.1	INEI112171	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099445.1	INEI112096	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099475.1	INEI112097	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099495.1	INEI112105	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099715.1	INEI112194	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099745.1	INEI112526	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100435.1	INEI112452	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100475.1	INEI112459	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100655.1	INEI112451	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100695.1	INEI112529	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100945.1	INEI112582	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964101045.1	INEI112591	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102125.1	INEI113065	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102135.1	INEI113061	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102265.1	INEI112679	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102325.1	INEI112692	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102385.1	INEI112661	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102415.1	INEI112673	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102425.1	INEI112672	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102435.1	INEI112671	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102465.1	INEI112666	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102575.1	INEI112398	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102635.1	INEI112660	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102765.1	INEI113106	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102955.1	INEI113066	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103115.1	INEI112728	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103255.1	INEI113068	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103345.1	INEI112667	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103415.1	INEI113127	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103635.1	INEI113016	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103665.1	INEI113095	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103685.1	INEI112999	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104915.1	INEI112738	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105175.1	INEI112677	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105215.1	INEI112669	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105305.1	INEI112722	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105885.1	INEI112680	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105995.1	INEI112663	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964106245.1	INEI113142	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107455.1	INEI113469	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107855.1	INEI113457	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964108985.1	INEI113468	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109085.1	INEI113463	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109445.1	INEI113521	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964110265.1	INEI113625	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964176025.1	INEI124053	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964180175.1	INEI124987	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067785.1	INEI104451	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167725.1	INEI123372	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168535.1	INEI123360	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964176305.1	INEI124059	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158295.1	INEI121691	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179045.1	INEI124777	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169955.1	INEI123527	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167115.1	INEI123366	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168735.1	INEI123406	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170995.1	INEI123802	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172545.1	INEI123960	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964180245.1	INEI124928	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964181805.1	INEI125077	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964182955.1	INEI125146	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964101335.1	INEI112387	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103075.1	INEI112729	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096705.1	INEI112000	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177325.1	INEI124194	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172275.1	INEI123942	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964138715.1	INEI118771	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964095105.1	INEI111311	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086675.1	INEI113326	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102715.1	INEI113083	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964661325.1	analysis_gycK6z_20241219105235630249	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964661395.1	analysis_5xXjjp_20241219105756443409	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159245.1	INEI122106	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964154595.1	INEI121455	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170175.1	INEI123520	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964160345.1	INEI122098	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159455.1	INEI122244	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172125.1	INEI123867	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094975.1	INEI111291	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175005.1	INEI124010	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175715.1	INEI124033	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094405.1	INEI111287	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964142405.1	INEI119051	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102565.1	INEI113077	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964146765.1	INEI120133	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096125.1	INEI111783	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964153485.1	INEI120878	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964140805.1	INEI119084	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964117115.1	INEI114583	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091455.1	INEI110642	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081555.1	INEI108126	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964118095.1	INEI115084	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964121985.1	INEI115491	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179535.1	INEI124981	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103155.1	INEI113081	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102705.1	INEI113082	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103555.1	INEI113104	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964144585.1	INEI119848	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964145805.1	INEI120151	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964160965.1	INEI122325	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102805.1	INEI113080	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964111415.1	INEI114210	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159945.1	INEI122218	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964161605.1	INEI122126	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964091875.1	INEI110961	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964064135.1	INEI105205	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964148615.1	INEI120268	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964135335.1	INEI117940	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964145745.1	INEI120142	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063765.1	INEI104814	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079325.1	INEI108816	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152515.1	INEI120989	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090675.1	INEI109885	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964176505.1	INEI123973	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171555.1	INEI123920	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171855.1	INEI123819	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171995.1	INEI123900	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964176295.1	INEI123974	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177115.1	INEI123988	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964097785.1	INEI112028	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964161335.1	INEI122194	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964072975.1	INEI106604	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964061835.1	INEI102922	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094345.1	INEI111206	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964071625.1	INEI106489	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964095135.1	INEI111797	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066005.1	INEI104703	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066855.1	INEI105521	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964064625.1	INEI105450	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060375.1	INEI103281	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964082615.1	INEI108911	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087515.1	INEI113854	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090095.1	INEI110235	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094115.1	INEI111099	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964111605.1	INEI114376	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096785.1	INEI111497	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964068915.1	INEI105668	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174935.1	INEI124329	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079745.1	INEI108726	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080235.1	INEI108326	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081035.1	INEI108722	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084345.1	INEI109421	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964082545.1	INEI109342	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086255.1	INEI109709	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063855.1	INEI104818	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115745.1	INEI114471	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115165.1	INEI114475	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964122315.1	INEI115953	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067595.1	INEI104433	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964151735.1	INEI121033	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066515.1	INEI105713	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076335.1	INEI107618	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964078365.1	INEI107732	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964072635.1	INEI107117	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081685.1	INEI108142	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115355.1	INEI114459	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102625.1	INEI112637	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171385.1	INEI123859	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116605.1	INEI114780	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964096515.1	INEI111694	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964098825.1	INEI112287	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099125.1	INEI112559	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100535.1	INEI112317	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100815.1	INEI112605	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964105775.1	INEI113231	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107075.1	INEI112595	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107315.1	INEI113485	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107835.1	INEI113602	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964113035.1	INEI114217	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115225.1	INEI114478	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116955.1	INEI114465	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086775.1	INEI113328	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102785.1	INEI113054	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107765.1	INEI113394	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964114765.1	INEI114770	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964099015.1	INEI112275	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100275.1	INEI112364	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086895.1	INEI113351	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109215.1	INEI113502	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063975.1	INEI104595	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175645.1	INEI124054	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964160745.1	INEI122119	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173255.1	INEI123807	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171185.1	INEI123896	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964149795.1	INEI120589	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171045.1	INEI123841	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172095.1	INEI123881	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158635.1	INEI121943	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171985.1	INEI123961	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964065355.1	INEI105265	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964102725.1	INEI113074	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063995.1	INEI104594	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964062705.1	INEI102297	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170575.1	INEI123838	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066135.1	INEI104530	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171305.1	INEI123931	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174075.1	INEI124011	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964066025.1	INEI104612	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964069185.1	INEI105798	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076545.1	INEI107561	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964077605.1	INEI107574	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964100805.1	INEI112496	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964103895.1	INEI113100	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964104285.1	INEI113017	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107575.1	INEI113551	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964179775.1	INEI124554	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076645.1	INEI107757	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964090195.1	INEI110304	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147715.1	INEI120591	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964074455.1	INEI107129	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964178255.1	INEI124768	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964070865.1	INEI106323	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081025.1	INEI108376	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964076815.1	INEI107645	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964107385.1	INEI113481	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088815.1	INEI110499	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964077585.1	INEI107580	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080595.1	INEI108212	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092055.1	INEI111016	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964092575.1	INEI111014	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964094095.1	INEI111056	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964143555.1	INEI119728	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964081315.1	INEI108847	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964073335.1	INEI106131	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067155.1	INEI105581	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964116845.1	INEI114616	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079235.1	INEI108667	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964112295.1	INEI114447	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964135365.1	INEI117578	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964115775.1	INEI114458	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964129975.1	INEI116583	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964112315.1	INEI114450	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157765.1	INEI121690	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964162455.1	INEI122509	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080055.1	INEI108704	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079045.1	INEI108689	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109995.1	INEI113622	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964067445.1	INEI104367	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964063955.1	INEI105321	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964077205.1	INEI107294	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964078425.1	INEI106729	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147105.1	INEI120576	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152945.1	INEI120883	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964062245.1	INEI099853	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964064555.1	INEI105382	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964071895.1	INEI106139	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964154355.1	INEI121456	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964079645.1	INEI108694	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964080445.1	INEI108710	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150205.1	INEI120395	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964084755.1	INEI109689	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085485.1	INEI109679	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964085725.1	INEI109483	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086285.1	INEI109596	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964086635.1	INEI109519	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177575.1	INEI124502	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060555.1	INEI104060	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964060275.1	INEI103814	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964061805.1	INEI102927	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964109685.1	INEI113681	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964161075.1	INEI122332	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964119835.1	INEI115466	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964155865.1	INEI121397	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147385.1	INEI120608	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147415.1	INEI120500	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147595.1	INEI120628	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147885.1	INEI120604	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964148315.1	INEI120691	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964148485.1	INEI120605	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152525.1	INEI121011	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964155515.1	INEI121309	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156065.1	INEI121441	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157325.1	INEI121936	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964161915.1	INEI122179	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964162045.1	INEI122054	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164255.1	INEI122363	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164415.1	INEI122353	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964065585.1	INEI104872	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157515.1	INEI121724	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964068095.1	INEI105200	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964073885.1	INEI106600	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964072925.1	INEI106601	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964068935.1	INEI105669	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159285.1	INEI122009	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087435.1	INEI113872	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087625.1	INEI113933	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964087995.1	INEI113887	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964088015.1	INEI113874	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
